Date,AAPL,XOM,GOOG,WMT,MSFT,GE,IBM,CVX,BRK-B,T,PG,JNJ,PFE,WFC,KO,JPM,ORCL,MRK,VZ,AMZN,INTC,PEP,ABT,QCOM,CSCO,BAC,SLB,C,CMCSA,DIS,MCD,HD,UTX,OXY,COP,UPS,MO,AMGN,AXP,USB
2007-10-18,173.5,95.05,639.62,45.89,31.16,40.79,114.8,92.42,86,41.81,70.9,64.9,24.54,33.5,25.05,45.9,21.43,53.39,44.97,89.85,26.97,71.88,20.8,41.38,32.68,48.85,111.62,407.84,21.74,34.78,56.79,31.68,77.43,70.14,53.52,76.02,15.47,56.71,58.66,32.16
2007-10-19,170.42,92.14,644.71,44.98,30.17,40.04,112.28,89.27,84.86,41.37,70.8,64.23,24.07,32.86,24.8,45.02,20.75,53.11,44.27,89.76,26.3,70.4,20.7,40.31,31.5,47.57,99.32,394.16,21.19,33.81,56.42,30.76,76,66.71,51.74,75.03,15.38,55.95,57.11,31.27
2007-10-22,174.36,90.91,650.75,45.25,30.51,40.17,113.37,88.44,84.26,41.17,71.06,64.34,24.02,33.82,25.01,45.37,21.2,54.64,44.33,91.29,26.64,71.17,20.79,40.87,31.37,47.78,95.34,396.49,21.4,34.68,56.02,30.88,75.8,65.2,50.55,75.09,15.59,56.12,56.87,31.5
2007-10-23,186.16,91.35,675.77,43.93,30.9,40.48,114.68,88.92,85.12,42.02,71.26,64.55,24.05,33.76,25.22,45.94,21.45,56.36,44.81,100.82,26.8,71.53,20.86,41.13,31.54,47.78,99.92,394.91,21.32,34.89,56.97,30.92,76.02,66.75,50.61,75.64,15.73,57.7,58.66,31.7
2007-10-24,185.93,92.13,675.82,43.87,31.25,40.23,112.95,89.9,84.94,41.55,71.38,64.44,23.98,34.04,25.4,46.27,21.18,56.2,44.42,88.73,26.01,71.8,21.28,41.18,31.26,47.48,100.86,389.14,21.54,35.06,57.15,30.88,76.49,67.83,49.66,75.46,15.79,58.13,58.94,31.46
2007-10-25,182.78,91.57,668.51,43.88,31.99,40.16,112.81,91.23,85.05,41,71.35,63.95,24.29,33.81,25.87,46.05,21,57.06,44.91,88.21,25.89,71.98,21.69,40.79,31.18,47,98.1,383.65,19.22,34.45,58.07,30.7,75.72,69.05,50.9,74.97,15.77,57.31,59.76,31.54
2007-10-26,184.7,92.21,674.6,44.64,35.03,40.38,113.73,91.65,84.66,41.46,71.75,64.3,24.31,34.55,25.99,47.32,21.35,57.58,45.6,90,25.94,72.34,21.77,41.33,31.9,48.03,99.51,396.68,19.18,34.38,58.47,31.35,75.44,70.77,51.58,74.97,15.92,57.18,60.67,32.38
2007-10-29,185.09,93.61,679.23,45.01,34.57,40.56,114.8,92.88,85.46,41.74,71.83,64.98,24.51,34.13,26.1,46.67,21.77,57.77,45.99,90.1,26.26,73.7,21.92,41.63,32.41,47.98,99.79,397.23,18.9,34.68,59.18,31.4,75.78,70.23,51.72,75.1,15.92,56.79,60.51,32.51
2007-10-30,187,91.14,694.77,45.37,35.57,40.48,114.12,90.08,85.8,41.41,68.95,64.82,24.45,34,26.05,46.56,21.63,57.86,45.36,88.24,26.27,73.84,22,41.78,32.61,47.99,95.99,391.84,18.88,34.29,59.18,31.46,75.82,66.8,50.55,74.75,15.87,57.06,60.3,32.7
2007-10-31,189.95,91.99,707,45.21,36.81,41.16,116.12,91.51,88.28,41.79,69.52,65.17,24.61,34.01,26.07,47,22.17,58.26,46.07,89.15,26.9,73.72,21.99,42.73,33.06,48.28,96.57,389.88,19.01,34.63,59.75,31.51,76.59,69.05,51.92,75.1,15.91,58.11,60.95,33.16
2007-11-01,187.44,88.5,703.21,44.03,37.06,40.34,113.65,89.04,87.54,40.46,68.59,64.66,23.95,32.11,25.7,44.32,21.76,57.36,44.74,87.65,26.5,72.39,21.79,41.29,32.18,45.71,96.15,363.02,18.61,33.8,59,30.69,74.72,66.76,50.85,73.59,15.68,57.24,58.39,31.69
2007-11-02,187.87,87.93,711.25,44.19,37.06,40.33,114.59,88.48,88.04,40.42,69.55,64.78,23.67,32.31,25.54,43.15,22.03,56.04,44.38,85.98,26.8,72.98,21.76,41.34,32.51,45.11,98.82,355.67,18.56,33.92,59.02,30.4,75.65,68.74,51.68,74.03,15.73,56.62,58.42,31.3
2007-11-05,186.18,87.66,725.65,44.03,36.73,40.2,113.4,88.48,88.74,40.04,70.18,64.49,23.67,31.93,25.47,42.77,22.07,55.93,43.82,84.37,26.84,72.76,21.75,40.85,33.08,44.45,97.68,338.41,18.45,33.88,59.67,29.8,76.11,70.74,51.28,74.48,15.79,57.46,58.17,31.24
2007-11-06,191.79,90.38,741.79,44.29,36.41,40.18,113.17,90.64,89.47,40.04,70.47,64.61,23.93,32.95,25.75,44.11,22.83,55.99,43.74,87.27,27.49,73.49,21.88,41.56,34.08,45.56,98.15,330.68,18.69,34.08,59.74,30.06,76.62,73.69,52.03,74.23,15.91,57.89,58.57,31.84
2007-11-07,186.3,87.2,732.94,43.93,35.52,39.08,111.08,87.54,90.06,38.66,69.42,63.91,23.32,30.76,25.31,42.24,22.1,54.2,43.1,87.04,26.9,72.34,21.64,41.19,32.75,43.31,94.76,314.94,18.15,33.5,58.38,29.34,74.46,70.88,50.36,71.68,15.7,56.2,55.37,30.51
2007-11-08,175.47,89.42,693.84,43.62,34.74,39.02,106.11,89.18,89.7,39.34,70.84,64.59,23.11,31.48,25.94,42.61,20.35,54.77,42.73,83.58,25.93,73.5,21.71,39.76,29.63,43.5,96.33,310.13,17.9,33.63,59.37,29.09,74.7,71.92,51.3,72.06,15.87,56.03,56.1,31.25
2007-11-09,165.37,86.85,663.97,42.9,33.73,38.38,100.25,87.26,88.66,39.2,70.42,65.16,22.83,31.66,25.67,42.31,19.36,55.9,42.77,78.89,25.15,73.48,21.79,38.1,28.58,43.98,94.76,312.02,17.51,32.74,58.31,28.05,73.51,70.78,50.45,70.71,15.86,54.28,56.49,30.92
2007-11-12,153.76,84.54,632.07,43.32,33.38,38.25,101.45,85.27,89.38,38.65,70.77,66.31,23.02,32.35,25.26,42.39,19.44,55.99,42.8,77,25.37,72.57,22.01,37.29,29.11,43.98,91.04,316.45,17.11,32.02,58.54,28.46,73.93,67.23,48.26,72.65,15.81,54.5,56.09,31.24
2007-11-13,169.96,86.88,660.55,45.97,34.46,39.21,105.27,86.83,90.48,39.85,71.57,67.31,23.55,33.89,25.76,45.05,20.52,57.49,43.58,79.86,26.14,73.34,22.19,39.16,30.14,46.27,92.94,338.41,17.99,33.01,57.1,29.12,75.33,68.2,48.75,74,15.89,54.44,59.16,32.44
2007-11-14,166.11,86.31,641.68,46.51,33.93,39.01,103.44,86.15,91.4,39.34,71.54,66.89,23.61,33.25,25.9,45.15,20.18,57.3,43.52,78.51,25.85,74.06,21.87,40.04,29.71,45.73,93.29,339.73,17.75,31.86,56.7,29.03,74.92,68.26,48.5,73.33,15.76,53.63,59.1,32.35
2007-11-15,164.3,84.49,629.65,46.2,33.76,38.31,103.6,84.16,90.11,39.37,71.83,66.88,23.29,31.97,26.15,43.53,20.42,57.92,43.04,77.85,25.53,73.58,21.94,40.81,29.3,44.08,90.84,325.97,17.76,32.4,57.18,28.98,73.95,65.98,47.69,73.1,15.77,54.79,58.24,31.6
2007-11-16,166.39,85.1,633.63,46.34,34.09,38.65,104.79,85.98,90.88,39.55,73.19,67.75,23.39,31.14,26.43,43.09,20.8,58.38,43.69,78.6,25.51,74.15,22.23,41.36,29.94,44.37,93.46,320.5,17.97,32.53,58.13,29.07,74.3,68.5,48.23,72.01,15.97,55.49,58.67,31.43
2007-11-19,163.95,84.11,625.85,45.47,33.96,38.16,102.22,85.03,91.3,37.75,72.82,67.59,22.71,30.53,26.29,41.37,20.53,58.25,43.05,79.18,25.17,75.08,22.07,41.75,29.43,42.82,91.52,301.65,17.48,31.25,58.6,28.19,73.53,68.01,47.13,71.96,16.11,54.66,57.37,30.96
2007-11-20,168.85,87.82,648.54,45.5,34.58,38.04,103.42,87.9,91.03,38.03,73.21,67.64,22.72,30.42,26.5,41.63,20.69,57.92,43.16,80.39,25.52,74.84,22.38,41.34,29.04,42.77,93.26,295.99,17.5,31.55,58.48,28.5,74.32,71.3,48.45,71.65,16.1,54.13,57,30.97
2007-11-21,168.46,87.04,660.52,44.86,34.23,37.17,102.22,85.75,89.43,37.45,72.26,67.14,22.35,29.92,26.27,40.68,20.21,56.52,41.95,79.76,24.63,75.04,22.04,40.46,28.25,42.14,91.78,289.68,17.33,31.5,57.33,28.05,72.78,70.28,47.56,70.14,15.8,52.84,54.34,30.49
2007-11-23,171.54,88.29,676.7,45.73,34.11,37.67,104.05,86.67,89.5,37.63,72.86,66.88,22.98,30.84,26.29,41.95,20.31,57.66,42.64,81.43,25.07,75.51,22.34,40.53,28.69,43.15,94.11,298.82,17.65,31.84,57.72,28.95,73.46,72.1,48.35,70.92,15.92,53.76,55.63,31.21
2007-11-26,172.54,85.68,666,45.03,32.97,36.73,101.97,83.79,91.26,36.35,72.19,67.37,22.3,29.49,26.05,40.46,19.7,57.59,41.23,81.3,24.37,74.69,21.84,39.18,27.5,41.88,90.56,289.4,17.25,31.24,56.82,27.49,72.68,69.27,46.87,70.36,15.59,52.68,53.54,30.5
2007-11-27,174.81,86.38,673.57,45.83,33.06,37.45,103.83,84.31,91.54,36.73,73.13,67.73,22.88,29.83,26.58,42.35,19.89,58.94,41.46,85.59,25.11,75.92,22.51,39.82,27.49,42.94,89.17,285.81,17.59,31.72,57.46,27.15,74,68.52,46.48,71.44,16,54.02,55.62,31.06
2007-11-28,180.22,87.92,692.26,47.23,33.7,38.46,107.37,86.06,91.5,37.5,73.91,68.35,23.44,30.72,26.73,43.96,20.51,59.96,42.41,90.3,26.19,77.16,22.72,41.49,28.05,44.85,90.63,304.38,18.04,32.69,57.97,28.27,75.85,69.79,47.49,73.57,16.16,54.71,57.41,32.59
2007-11-29,184.29,88.59,697,47.54,33.59,38.14,107.5,86.56,92.76,38.03,74.15,68.4,23.6,30.54,26.64,43.65,20.48,59.92,42.48,89.15,26.34,76.54,22.95,41.42,28.15,44.63,92.16,304.38,18.35,32.81,58.35,27.88,75.44,69.98,48.17,73.3,16.58,55.46,56.89,32.66
2007-11-30,182.22,89.16,693,47.9,33.6,38.29,105.18,87.77,93.8,38.21,74,67.74,23.76,32.43,26.35,45.62,20.18,59.36,43.21,90.56,26.08,77.18,23.16,40.78,28.02,46.13,93.45,313.91,18.55,33.15,58.47,28.56,74.77,69.77,48.91,73.68,16.92,55.25,58.98,33.09
2007-12-03,178.86,88.85,681.53,47.87,32.92,36.93,105.83,87.84,95,38.28,73.52,67.71,23.55,31.84,26.39,45.21,20.24,58.77,43.09,90.91,26.25,76.58,22.95,39.96,27.57,45.47,93.84,311.64,19.01,33.04,59.83,28.49,74.93,70.55,49.04,72.9,16.92,55.09,58.6,32.93
2007-12-04,179.81,88.12,684.16,48.19,32.77,36.25,106.63,87.16,96.45,37.86,73.29,67.94,23.47,31.76,26.63,44.15,20.03,58.39,43.8,94.41,26.31,76.65,23.15,39.36,26.96,44.71,93.84,306.84,18.73,32.75,60.03,28.79,74.75,69.36,48.71,72.63,16.89,54.91,57.11,32.47
2007-12-05,185.5,89.92,698.51,48.9,34.15,36.71,108.16,89.3,98.1,38.42,73.81,68.21,23.98,32.4,26.75,44.9,21.22,59.4,44.52,93.19,27.22,76.27,23.42,40.37,27.48,45.23,95.8,317.58,16.42,32.75,59.51,28.97,76.85,70.3,49.72,73.34,16.97,54.89,57.93,32.64
2007-12-06,189.95,91.44,715.26,49.27,34.55,37.26,109.7,91.38,99.02,38.82,74.18,68.3,24.17,32.59,26.76,46.21,21.42,59.5,44.42,94.21,27.98,77.03,23.41,40.41,27.79,45.96,98.89,323.8,16.53,32.72,60.28,29.49,77.99,72.54,50.9,73.83,16.97,55.15,59.53,33.14
2007-12-07,194.3,91.5,714.87,49.02,34.53,37.23,108.86,90.96,99,38.47,74.12,67.68,24.4,31.71,26.8,46.08,21.14,60.67,45.3,94.31,27.73,77,23.44,40.12,27.45,45.37,97.19,323.43,16.51,32.79,60.16,29.49,78.07,72.3,50.9,74.17,16.93,52.1,56.96,32.86
2007-12-10,194.21,92.03,718.42,49.43,34.76,37.41,109.39,91.72,99.7,37.9,74.33,67.79,24.37,32.64,26.85,47.42,21.64,60.77,45.35,93.02,27.78,77.28,23.72,40.57,27.66,46.64,98.45,327.76,16.58,32.35,61.9,29.59,78.83,72,51,75.14,17.06,50.99,57.58,33.58
2007-12-11,188.54,90.28,699.2,49.03,34.1,37.03,106.99,89.89,98.44,39.46,73.84,67.55,23.83,30.77,26.72,45.94,21.07,60.4,44.47,90.75,26.93,76.48,23.39,40.18,28.02,44.65,95.5,313.25,16.06,31.76,63.13,28.4,76.42,69.91,49.92,74.03,16.82,49.78,54.56,32.85
2007-12-12,190.86,91.92,699.35,48.23,34.47,37.25,108.47,91.78,96.18,41.71,74.67,67.7,23.81,30.67,27.06,46.15,21.37,59.72,44.94,91.28,27.28,78.09,23.4,41.01,28.8,43.43,97.65,296.65,15.93,32.28,61.66,28.49,76.78,72.46,50.95,74.04,16.95,49.99,54.08,33.2
2007-12-13,191.83,92.72,694.05,48.33,35.22,37.58,108.18,93.08,94.7,41.8,74.4,67.87,23.64,30.56,27.2,45.76,21.61,59.79,45.02,92.4,27.16,78.69,23.51,39.86,29.06,43.05,96.62,292.32,16.3,32.76,61.51,27.64,77.61,73.19,51.72,73.92,16.97,49.42,53.84,33.22
2007-12-14,190.39,91.18,689.96,47.63,35.31,36.91,105.77,92.02,95.08,41.14,73.9,67.59,23.1,30.07,27.08,45.2,21.2,59.57,44.37,89.08,26.29,78.46,23.16,39.38,28.65,42.16,94.57,289.4,16.39,33.01,61.16,26.63,76.69,71,50.9,72.61,16.76,48.4,52.29,32.68
2007-12-17,184.4,89.89,669.23,47.83,34.39,36.48,104.53,89.98,90.5,40.5,73.24,67.55,22.97,30.07,26.51,44.53,20.94,59.49,43.1,85.09,25.72,77.37,22.86,39.12,27.95,41.7,90.28,290.06,16.35,32.99,59.76,25.94,75.04,68.88,50.06,72.02,16.59,46.78,52.18,31.81
2007-12-18,182.98,91.42,673.35,48.24,34.74,36.8,106.31,91.19,90.2,40.6,72.84,67.71,23.37,30.32,26.4,43.9,21.25,59.74,43.81,86.89,25.91,77.02,23.23,38.72,28.15,41.5,90.39,286.38,16.33,33.02,59.83,26.47,75.92,70.36,51.05,72.48,16.57,47.29,51.78,31.62
2007-12-19,183.12,91.43,677.37,48.08,34.79,36.57,107.14,90.9,89.56,39.94,72.98,67.32,23.27,30.62,26.67,43.98,20.76,59.34,43.65,89.38,26.19,76.79,23.04,38.28,28.19,41.59,91.11,284.78,16.29,32.26,58.85,26.24,75.8,71.95,51.45,71.3,16.73,47.19,51.91,31.59
2007-12-20,187.21,92.13,689.69,47.85,35.52,36.52,108.84,92.05,88.82,40.26,73.19,67.33,23.22,30.37,26.43,43.33,22.1,58.54,43.82,90.58,26.41,76.49,23.19,39.12,28.28,41.41,90.78,281.76,16.37,32.33,58.79,26.27,76.4,72.66,52.08,71.6,16.94,47.56,51.03,31.6
2007-12-21,193.91,93.43,696.69,48.21,36.06,37.14,111.05,94.04,89.5,41.48,74.08,68.03,23.24,30.37,26.76,44.11,22.71,59.15,44.32,91.26,26.96,77.35,23.46,39.96,28.6,41.92,94.64,285.06,16.63,32.94,60.03,26.66,77.83,75.83,52.99,72.4,17.06,48.02,51.95,32.28
2007-12-24,198.8,93.66,700.73,48.74,36.58,37.53,111.65,94.48,90.8,41.5,73.94,67.87,23.33,31.2,26.82,44.83,22.76,59.74,44.79,91.01,27.31,77.71,23.49,40.31,28.72,42.28,95.83,292.04,16.53,33.24,60.31,27.01,78.18,76.79,53.28,73.46,17.09,48.16,53.24,32.54
2007-12-26,198.95,94.81,710.84,48.38,36.61,37.55,111.56,94.84,91.4,42.3,74.04,67.56,23.2,31.26,26.74,44.94,23,59.42,45.1,92.85,27.45,77.28,23.3,40.28,28.38,42.3,98.55,287.04,16.74,32.82,59.88,26.99,77.82,78.06,54.37,73.2,17.07,47.5,52.9,32.54
2007-12-27,198.57,93.67,700.74,47.77,35.97,37.19,109.6,93.75,91.46,42.02,73.89,67.33,22.92,30.3,26.44,43.64,23.04,58.57,44.38,94.25,26.83,76.7,22.94,39.68,27.79,41.46,97.35,278.65,16.65,32.43,59.19,26.77,76.84,78.03,54.17,71.9,16.79,47.36,51.1,31.6
2007-12-28,199.83,95,702.53,48.08,36.12,37.34,110.09,94.86,93.7,42.44,74.25,67.38,22.9,30.09,26.42,43.26,22.97,58.71,44.62,94.45,26.76,77.03,23.04,39.57,27.56,41.1,98.8,276.1,16.62,32.42,59.5,26.68,76.87,78.1,54.47,71.56,16.73,47.06,50.84,31.81
2007-12-31,198.08,93.69,691.48,47.53,35.6,37.07,108.1,93.33,94.72,41.56,73.42,66.7,22.73,30.19,26.04,43.65,22.58,58.11,43.69,92.64,26.66,75.9,22.61,39.35,27.07,41.26,98.37,277.52,16.49,32.28,58.91,26.94,76.54,76.99,53.96,70.72,16.65,46.44,52.02,31.74
2008-01-02,194.84,93.51,685.19,46.9,35.22,36.76,104.69,93.46,92.1,41,72.31,65.91,22.91,29.1,25.92,42.17,22.49,57.37,43.21,96.25,25.35,75.29,22.47,38.39,26.54,40.56,100.58,272.62,15.99,31.84,58.1,26.11,75.21,78.35,53.71,69.16,16.51,46.6,51.04,31.18
2008-01-03,194.93,93.83,685.33,46.38,35.37,36.8,104.9,94.61,93,41.39,72.31,65.93,23.18,28.52,26.19,41.88,23.11,57.32,43.41,95.21,24.67,75.78,22.33,37.9,26.75,40.3,102.31,272.71,15.66,31.77,57.93,25.82,76.28,80.51,53.93,69.23,16.61,45.69,50.41,30.33
2008-01-04,180.05,92.08,657,45.72,34.38,36.04,101.13,93.35,91,40.89,72.02,65.84,22.83,27.49,26.25,40.93,22.03,56.85,42.6,88.79,22.67,75.55,22.46,37.03,26.12,39.85,98,266.21,15.21,31.13,57.05,24.96,75.02,77.76,52.29,68.01,16.5,44.8,49.14,29.44
2008-01-07,177.64,91.22,649.25,46.56,34.61,36.18,100.05,92.13,88.76,41.43,72.49,66.86,23.23,27.68,26.86,41.34,22.25,57.92,43.35,88.82,22.88,77.32,23.15,36.45,26.13,39.9,96.81,266.4,15.36,31.16,58.03,25.37,74.67,76.4,51.57,67.84,17.01,45.39,49.36,29.71
2008-01-08,171.25,90.05,631.68,45.97,33.45,35.4,97.59,90.95,88.3,39.16,72.68,66.94,23.47,26.5,26.97,39.7,21.15,59.66,41.99,87.88,22.26,77.94,23.76,35.99,25.43,38.41,96.71,255.84,15.01,30.54,57.08,24.74,71.79,74.5,50.42,66.67,17.25,46.33,47.95,28.44
2008-01-09,179.4,91.56,653.2,46.9,34.44,35.8,98.31,92.57,86.3,39,72.54,67.8,23.92,27.04,27.7,40.26,21.61,60.5,42.47,85.22,22.75,78.74,24.17,37.79,26.24,38.74,98.61,259.14,15.41,30.16,57.47,24.73,71.96,75.91,51.16,66.71,17.45,47.65,49.08,29.02
2008-01-10,178.02,91.66,646.73,48.4,34.33,35.92,99.92,91.9,89.22,39.4,72.48,67.91,24.08,27.91,27.82,41.33,21.68,60.47,43.45,84.26,22.54,79.57,24.2,37.99,26.24,39.3,97.09,264.98,15.55,30.67,58.17,25.28,72.39,73,51.27,69.66,17.36,47.56,48.92,29.97
2008-01-11,172.69,90.3,638.25,47.72,33.91,35.17,97.67,90.67,87.54,38.2,70.18,67.88,24.02,28.2,27.06,40.86,21.1,60.55,42.5,81.08,21.99,77.78,24.49,38.63,25.87,38.5,94.01,269.22,15.46,30.32,54.32,24.71,71.68,72.72,50.75,69.59,17.41,47.62,44,29.85
2008-01-14,178.78,90.83,653.82,47.67,34.39,35.46,102.93,90.91,86.55,38.51,70.29,67.95,23.97,28.21,27.28,41.36,22.06,59.78,42.99,82.87,23.08,76.92,24.26,40,26.29,39.22,95.53,273.94,15.96,30.35,54.96,25.39,72.19,75.35,50.96,69.92,17.34,47.93,44.5,30.32
2008-01-15,169.04,89.02,637.65,46.99,34,34.53,101.83,88.27,85.32,37.63,69.7,67.76,23.59,26.49,26.99,39.17,21.31,58.18,42.17,80.24,22.69,74.83,24.16,39.35,25.85,37.88,88.93,253.95,15.96,29.85,53.76,25.37,71.36,71.98,49.26,68.96,17.29,47.38,42.77,30.42
2008-01-16,159.64,86.53,615.95,47.49,33.23,34.56,101.63,86.25,84.5,37.87,68.84,68.31,23.4,27.37,26.58,41.43,21.92,58.35,42.32,80.35,19.88,73.54,24.49,39.96,25.15,38.69,85.9,247.35,16.42,29.83,52.41,26.34,71.04,70.07,47.11,68.63,17.16,47.49,44.24,31.04
2008-01-17,160.89,83.91,600.79,47.48,33.11,33.21,101.1,82.75,86.96,37.3,68.07,67.83,22.96,26.13,26.33,40.04,21.41,54.87,40.91,80.12,19.33,72.1,24.19,39.06,24.33,36.91,82.51,235.29,15.73,28.77,51.98,26.25,68.09,68.15,44.9,67.17,16.92,47.42,42.67,30.22
2008-01-18,161.36,85.08,600.25,47.58,33.01,34.31,103.4,83.46,88.1,36.11,67.15,66.29,22.5,25.48,25.77,39.59,21.58,53.32,39.09,79.76,19,71.46,24.06,38.35,24.3,35.97,79.52,230.48,15.38,28.51,52.4,26.28,68.05,68.04,44.54,67.16,16.62,47.45,43.61,30.19
2008-01-22,155.64,82.45,584.35,49.2,31.96,34.05,101.22,81.25,91.38,35.96,65.13,65.27,22.23,26.95,24.95,40.86,20.11,51.35,37.83,78.48,18.61,69.44,23.27,36.93,23.48,37.39,77.09,230.01,15.04,28.12,52.45,28.2,67.24,65.16,43.5,67.54,16.17,45.4,43.34,30.69
2008-01-23,139.07,83.45,548.62,50.16,31.93,34.59,106.1,81.45,92,36.69,66.24,64.2,22.86,29.38,24.98,45.72,20.61,50.31,38.07,73.97,19.98,70.5,23.47,36.63,24.03,40.57,80.34,248.48,15.59,28.52,53.01,29.95,70.98,64.57,43.83,71.63,16.05,44.75,46.21,32.7
2008-01-24,135.6,86,574.49,48.91,33.25,34.65,106.91,83.67,92.38,35.75,66.15,63.51,23.05,31.16,25.41,44.96,20.61,49.56,38.23,77.67,20.69,69.73,23.1,40.41,25.11,39.9,80.32,257.63,15.75,29.23,54,29.56,72.56,65.65,45.51,71.22,16.5,46.12,47.11,33.44
2008-01-25,130.01,83.94,566.4,48.09,32.94,34,104.52,81.82,92.6,35.26,65.31,62.46,22.61,30.66,24.79,43.64,20.28,47.79,37.76,77.6,20,68.92,22.46,40,24.2,39.48,77.7,251.12,15.55,28.68,54.1,28.53,72.75,64.81,45.3,69.97,16.29,48.14,45.44,32.96
2008-01-28,130.01,85.13,555.98,48.71,32.72,34.72,104.98,82.86,90.4,36.4,65.29,63.07,22.99,31.8,25.21,45.57,20.26,49.25,38.11,75.82,20.29,70.27,22.85,40.5,24.1,41.2,79.23,260.65,15.98,29.37,51.07,29.14,73.73,64.57,46.69,71.05,16.53,47.86,47.4,33.63
2008-01-29,131.54,85.08,550.52,49.01,32.6,34.76,106.1,82.6,92.9,37.89,64.68,62.97,23.18,32.6,24.84,47.45,20.07,48.01,38.71,73.95,20.5,68.63,22.77,40.3,24.06,41.94,78.69,263.1,16.22,28.8,50.75,29.71,73.18,68.49,47.83,70.92,16.77,48,47.8,33.92
2008-01-30,132.18,85.28,548.27,49.16,32.2,34.94,105.65,83.23,92.32,37.35,65.09,62.18,23.1,32.76,24.51,47.35,20.27,46.15,38.24,74.21,20.69,67.39,22.65,40.28,24.36,42.21,75.75,262.81,15.94,29.41,51.01,29.38,72.75,68.86,48.36,72.02,16.85,47.28,47.34,33.59
2008-01-31,135.36,85.7,564.3,50.74,32.6,35.36,107.11,83.25,91,38.49,65.42,63.14,23.36,34.08,25.04,47.4,20.55,46.1,38.83,77.7,21.1,68.05,22.74,42.42,24.5,44.15,75.4,268.63,16.4,29.84,53.58,30.64,73.27,67.8,48.96,72.97,16.7,46.59,49.13,33.59
2008-02-01,133.75,85.95,515.9,51.18,30.45,36.16,109.08,82.49,90.46,38.28,66.05,63.36,23.59,33.65,25.15,48.25,20.68,45.98,38.75,74.63,21.77,68.83,23.3,42.2,24.94,45.03,78.28,283.13,16.76,30.66,54.22,30.45,74.12,69.2,49.11,73.78,16.62,47.36,49.6,34
2008-02-04,131.65,85.44,495.43,50.07,30.19,35.37,107.93,82.02,90.02,38.16,66.15,63.47,23.63,31.39,24.88,46.22,20.2,47.47,38.61,73.95,21.2,69.22,23.5,41.85,23.82,44.03,79.09,278.64,16.4,30.9,53.88,29.35,74.05,69.24,48.74,72.72,16.54,47.18,47.66,33.03
2008-02-05,129.36,82.11,506.8,49.56,29.07,34.21,105.02,79.74,90.9,36.73,65.04,62.87,22.96,30.47,24.36,43.89,19.26,45.95,36.83,72.09,20.12,67.95,23.21,40.72,23.26,42.37,76.93,257.95,15.75,30.07,53.84,27.99,72.35,66.63,46.5,71.75,16.11,46.31,45.7,32.06
2008-02-06,122,81.44,501.71,48.83,28.52,34.2,103.59,77.51,90.8,36.4,65.31,63.05,22.59,30.08,24.49,43.72,19.68,45.71,36.7,68.49,19.92,66.73,23.37,39.65,23.08,42.33,74.86,256.71,15.83,31.5,53.73,27.65,71.87,64.84,44.9,71.76,16.03,46.53,45.87,32.09
2008-02-07,121.24,81.89,504.95,49.84,28.12,34.23,102.34,78.74,90.76,37,65.77,62.81,22.67,30.46,24.8,45.11,19.2,45.7,36.95,70.91,20.05,70.41,23.52,40.94,23.38,43.37,75.76,254.61,15.7,31.72,54.46,28.4,71.47,65.22,45.54,71.74,16.32,46.73,46.45,32.62
2008-02-08,125.48,81.71,516.69,48.76,28.56,33.84,103.27,79.26,91.84,36.37,65.02,62.03,22.3,29.48,25.14,43.82,19.19,44.53,36.42,73.5,20.27,69.81,22.99,41.92,23.54,42.16,77.37,248.22,15.41,32.12,55.64,27.97,71.35,66.68,46.06,70.58,16.1,46.56,44.98,32.34
2008-02-11,129.45,83.22,521.16,49.6,28.21,34.01,105.14,80.43,92.9,36.87,66,61.88,22.2,29.54,25.25,43.35,19.44,45.31,36.79,75.19,20.68,70.96,22.81,41.86,23.52,42.14,80.49,246.13,15.38,31.93,55.98,28.69,71.57,68.54,47.04,71.41,15.95,46.38,44.63,32.09
2008-02-12,124.86,84.38,518.09,50.25,28.34,34.37,106.53,81.12,93.18,37.51,67.16,62.97,22.68,29.92,25.43,43.31,19.41,46.53,37.56,74.45,20.9,71.96,22.65,40.94,23.43,42.82,81.49,249.94,15.56,32.03,56.37,28.38,72.82,68.21,46.69,72.47,15.96,46.54,45.08,32.7
2008-02-13,129.4,85.49,534.62,50.66,28.96,34.98,108.42,82.12,95.36,38.67,67,63.41,22.74,30.47,25.2,44.1,19.66,47.57,38.66,77.73,21.21,71.63,22.88,42.01,24.06,43.33,84.89,251.18,16.09,32.78,56.64,28.34,73.52,70.13,48.06,73.51,16.05,47.06,46.85,32.94
2008-02-14,127.46,85.55,532.25,49.97,28.5,34.39,106.13,82.84,95.38,37.84,66.63,62.79,22.45,29.59,24.84,42.61,19.09,46.9,38.02,75.8,20.46,71.57,22.42,40.87,23.53,42.24,84.11,245.46,17.38,32.32,55.58,27.51,72.65,71.73,48.25,72.34,16.01,46.77,45.69,32.44
2008-02-15,124.63,85.37,529.64,49.44,28.42,34.37,106.16,83.6,95.9,37.88,66.3,62.9,22.33,29.69,24.93,43.25,19.09,47.53,37.83,72.96,20.11,71.73,22.49,42.2,23.3,42.7,84.08,242.98,18.24,32.49,55.3,27.52,71.53,71.72,48.31,72.42,15.98,46.64,45.11,32.68
